cpxR	cpxR	1
cpxR	aroG	1
cpxR	cheW	1
cpxR	lpxD	1
cpxR	hha	1
cpxR	skp	1
cpxR	degP	1
cpxR	lpxA	1
cpxR	motA	1
cpxR	motB	1
cpxR	ompC	1
cpxR	ppiA	1
cpxR	rpoH	1
cpxR	slt	1
cpxR	tsr	1
cpxR	dsbC	1
cpxR	yccA	1
cpxR	fabZ	1
cpxR	dsbA	1
cpxR	csgA	1
cpxR	baeS	1
cpxR	yidQ	1
cpxR	rdoA	1
cpxR	tomB	1
cpxR	ppiD	1
cpxR	efeU_1	1
cpxR	csgG	1
cpxR	csgE	1
cpxR	csgB	1
cpxR	csgC	1
cpxR	ycfS	1
cpxR	spy	1
cpxR	mdtC	1
cpxR	ygaU	1
cpxR	yqaE	1
cpxR	yqjA	1
cpxR	cpxP	1
ada	ada	1
ada	alkB	1
ada	aidB	1
araC	araA	1
araC	araB	1
araC	araC	1
araC	araD	1
araC	araE	1
araC	araF	1
araC	araG	1
araC	xylB	1
arcA	ackA	1
arcA	puuC	1
arcA	appA	1
arcA	cadA	1
arcA	cadB	1
arcA	cydA	1
arcA	cydB	1
arcA	fumC	1
arcA	glpA	1
arcA	glpB	1
arcA	glpC	1
arcA	glpD	1
arcA	hyaA	1
arcA	hyaB	1
arcA	hyaC	1
arcA	hyaD	1
arcA	ndh	1
arcA	oppF	1
arcA	pflB	1
arcA	sdhA	1
arcA	sdhB	1
arcA	sdhC	1
arcA	sdhD	1
arcA	sucA	1
arcA	sucB	1
arcA	sucC	1
arcA	sucD	1
arcA	focA	1
arcA	rhaT	1
arcA	appB	1
arcA	appC	1
arcA	gadE	1
arcA	caiB	1
arcA	ydeA	1
arcA	grcA	1
arcA	hybB	1
arcA	hybC	1
arcA	hybD	1
arcA	hybE	1
arcA	puuB	1
arcA	lldD	1
arcA	nuoG	1
arcA	nuoJ	1
arcA	gadX	1
arcA	gatD	1
arcA	prmC	1
arcA	caiE	1
arcA	dctA	1
arcA	glcB	1
arcA	gadA	1
arcA	fadH	1
arcA	citG	1
arcA	citX	1
arcA	citF	1
arcA	citE	1
arcA	citD	1
arcA	citC	1
arcA	dpiA	1
arcA	dcuC	1
arcA	iraM	1
arcA	puuP	1
arcA	puuE	1
arcA	fadJ	1
arcA	glcA	1
arcA	glcD	1
arcA	hybO	1
argR	hisM	1
argR	argC	1
argR	argF	1
argR	argG	1
argR	gltB	1
argR	gltD	1
argR	argH	1
argR	gltF	1
argR	artM	1
argR	artJ	1
argR	astE	1
argR	astB	1
argR	astD	1
argR	astA	1
